nome_empresa,url_site,consulta,status_execucao,mensagem_pt,trabalha_com_madeira,trabalha_com_painel_pinus,flag_painel_pinus,confianca_madeira,confianca_painel_pinus,trecho_evidencia,resumo_materiais,qtde_itens_total,qtde_itens_madeira,qtde_itens_menciona_pinus,data_coleta,tentativas,nome_empresa_limpa,nm_mun,nm_uf,nu_latitude,nu_longitude
Plasforro Pvc - Joinville,https://espacoforropvc.com.br/,painel de madeira pinus,FOUND,Informações sobre produtos de madeira e pinus encontradas.,yes,yes,1,100,85,"A linha Classic, vem com o clássico laminado em MDF. Tecnologia de origem alemã, ou seja, tecnologia mais avançada em pisos laminados do mercado.
Pratic
Category: Piso Laminado
Material: HDF
Wood-related: Yes
Mentions 'Pinus': No
Colors: ... Old Pine Plank, ...
Acustic
Category: Piso Laminado
Material: HDF
Wood-related: Yes
Mentions 'Pinus': No
Colors: ... Old Pine Plank, ...","A empresa oferece pisos laminados feitos de MDF e madeira. Alguns produtos mencionam 'Old Pine Plank', indicando trabalho com pinus.",19,17,0,2026-01-15T13:28:11.009506+00:00,https://espacoforropvc.com.br/; https://espacoforropvc.com.br/?page_id=2133,Plasforro Pvc,JOINVILLE,Santa Catarina,-26.30451765,-48.84940914
Madeiras Salamoni Ltda - Cacador,https://www.salamoni.com.br/,painel de madeira pinus,FOUND,"A empresa trabalha com madeiras de pinus, conforme indicado no site. No entanto, os materiais específicos de cada produto listado não são detalhados.",yes,yes,1,100,85,Madeiras de Pinus,Madeiras de Pinus,9,9,0,2026-01-15T14:04:54.821060+00:00,Navigated to https://www.salamoni.com.br/; Clicked 'PRODUTOS'; Clicked 'CATÁLOGO DE PRODUTOS'; Extracted product information from https://www.salamoni.com.br/produtos/,Madeiras Salamoni Ltda,CACADOR,Santa Catarina,-26.77534767,-51.01903476
Lg Madeiras Ltda - Araquari,https://lgmadeiras.com/,painel de madeira pinus,FOUND,Informações encontradas sobre a empresa e seus produtos relacionados a madeira e pinus.,yes,unknown,0,100,55,"Atuando no ramo madeireiro há 30 anos, a LG MADEIRAS, possui ampla experiência em reflorestamento de Eucalipto e Pinus. Um dos melhores fornecedores de madeira do Brasil. Nossa cultura sustentável auxilia no desenvolvimento local e no valor agregado da madeira para todos.","A empresa trabalha com reflorestamento de Eucalipto e Pinus, fornecendo madeira serrada para diversos fins, incluindo lâminas de Eucalipto e Pinus e madeira serrada de Pinus. Não há menção explícita de painel de madeira pinus.",4,4,2,2026-01-15T13:14:53.536996+00:00,Extracted information from https://lgmadeiras.com/ using query: 'painel de madeira pinus'.,Lg Madeiras Ltda,ARAQUARI,Santa Catarina,-26.37595155,-48.69270741
Connexion Export - Imbituba,https://connexionexport.com.br/,painel de madeira pinus,FOUND,Empresa trabalha com toras e cavacos de eucalipto e pinus.,yes,unknown,0,85,55,"A exportação de toras de eucalipto e pinus é uma atividade econômica em crescimento no sul do Brasil, principalmente nos estados de Santa Catarina e Rio Grande do Sul. As toras de eucalipto e pinus são utilizadas como matéria-prima em indústrias madeireiras, de celulose, de construção civil e de energia. A exportação de cavacos de eucalipto e pinus é uma importante atividade econômica em países onde a produção de madeira é significativa.",Eucalipto e Pinus (Toras e Cavacos),2,2,2,2026-01-15T12:57:03.295257+00:00,Navigated to https://connexionexport.com.br/; Extracted information about Toras and Cavacos.,Connexion Export,IMBITUBA,Santa Catarina,-28.23995111,-48.6692842
Rohden Portas E Artefatos De Madeira Ltda - Pouso Redondo,https://rohden.com/,painel de madeira pinus,FOUND,"A empresa trabalha com madeira (Portas de Madeira), mas não há menção específica a painéis de pinus.",yes,unknown,0,100,35,"O Grupo Rohden é referência na fabricação de portas, vidros e projetos sustentáveis. ""Portas de Madeira"" é uma categoria de produto listada no site.",A Rohden fabrica portas de madeira e outros produtos. Não há menção específica a painéis de pinus.,11,11,0,2026-01-15T12:28:12.031568+00:00,Navigated to https://rohden.com/; Attempted to click 'Portas de Madeira' multiple times.; Scrolled to 'Materiais' text.; Extracted page content due to inability to interact with 'Materiais' link.,Rohden Portas E Artefatos De Madeira Ltda,POUSO REDONDO,Santa Catarina,-27.25108628,-49.95565214
Industria De Molduras Moldurarte Ltda - Braco do Norte,https://moldurarte.com.br/,painel de madeira pinus,FOUND,Informações sobre produtos de madeira e painéis de pinus encontradas.,yes,unknown,0,100,35,"Molduras em barras: Amadeirado, Branco, Colorido, Dourado, Metalizado, Prata, Preto, Provençal, Rústico. Mature Decor: Ripados de Encaixe, Boiseries Mature, Rodapés Mature. 'Amadeirado' implica material semelhante a madeira. 'Ripados' e 'Rodapés' frequentemente são feitos de madeira ou materiais semelhantes.","A empresa oferece molduras com acabamento 'Amadeirado' (simulando madeira), e produtos como 'Ripados' e 'Rodapés' que são comumente feitos de madeira ou materiais semelhantes. Não há menção explícita a painéis de pinus.",10,5,0,2026-01-15T12:37:04.489795+00:00,Navigated to moldurarte.com.br; Clicked on 'Produtos'; Clicked on 'Molduras em barras'; Clicked on 'Listar todas'; Extracted product information from the list page.,Industria De Molduras Moldurarte Ltda,BRACO DO NORTE,Santa Catarina,-28.28003887,-49.16454771
Lavrasul S/A,https://www.lavrasul.com.br/compensados,painel de madeira pinus,FOUND,"Empresa trabalha com compensados e laminados, que são derivados de madeira. Não há menção específica a painéis de pinus nos produtos listados.",yes,unknown,0,100,35,"A empresa trabalha com 'Compensados e Laminados'. Os produtos listados são Resinado, C+/C OES, C+/C, A, B, C/C. Não há menção explícita a painéis de pinus em nenhuma das descrições de produtos na lista.",A empresa trabalha com Compensados e Laminados.,6,6,0,2026-01-15T12:39:04.601738+00:00,Navigated to https://www.lavrasul.com.br/compensados; Accepted cookies; Extracted list-level product information from the 'Compensados' page.; Analyzed extracted data for wood and pine mentions.,Lavrasul S/A,,,,
Moveis Serraltense Ltda - Sao Bento do Sul,http://www.serraltense.com.br/,painel de madeira pinus,FOUND,"A empresa trabalha com madeira, mas não há menção explícita a painéis de madeira pinus.",yes,unknown,0,100,35,"Todas as categorias de produtos listadas (Demolição, Diamond, Ecowood, Farm, Kids, London, Slim, Studio, Sunrise, Sweet Home, Veneziana) são marcadas como 'Wood-related: Yes'. No entanto, nenhuma delas menciona explicitamente 'Pinus' ou 'pine'.","A empresa utiliza madeira em seus produtos, conforme indicado em todas as categorias de produtos listadas. No entanto, não foram encontrados detalhes específicos sobre o uso de painéis de madeira pinus.",12,12,0,2026-01-15T12:40:49.801668+00:00,Navigated to http://www.serraltense.com.br/; Clicked 'Produtos'; Attempted to click 'Bistrô' (failed); Scrolled on 'Bistrô' page; Extracted from 'Bistrô' page (no results); Went back to 'Produtos'; Attempted to click 'Estar' (failed); Attempted to click 'Infantil' (failed); Clicked 'Produtos' again; Attempted to click 'Jantar' (failed); Extracted from 'Produtos' page,Moveis Serraltense Ltda,SAO BENTO DO SUL,Santa Catarina,-26.24948542,-49.3869789
Rohden Portas E Paineis Ltda - Pouso Redondo,https://rohden.com/,"Informações sobre materiais, com foco em madeira e painéis de pinus. Liste todos os materiais mencionados e indique se são relacionados a madeira ou se mencionam pinus. Forneça um resumo dos materiais e uma evidência.",FOUND,"A empresa trabalha com madeira, conforme evidenciado por diversos produtos como portas, rodapés e acessórios. Não há menção explícita a painéis de pinus.",yes,unknown,0,100,35,"*   ""Portas de Madeira""
*   ""Kit Porta Pronta""
*   ""Linha Inovare Amadeirada""
*   ""Folha de Porta""
*   ""Rodapés""
*   ""Acessórios Para Portas""
*   ""Diogo, Madeireira União""","A empresa trabalha com diversos produtos de madeira, incluindo portas, folhas de porta, rodapés e acessórios. A linha 'Inovare Amadeirada' sugere acabamentos amadeirados. Não há informações específicas sobre painéis de pinus.",7,7,0,2026-01-15T12:41:09.366833+00:00,Navigated to rohden.com.; Dismissed cookie banner.; Clicked on 'Materiais'.; Scrolled on 'Materiais' page.; Attempted to download e-book (irrelevant).; Navigated back to 'Materiais'.; Clicked on 'Portas de Madeira'.; Scrolled extensively on 'Portas de Madeira' page.; Navigated back to 'Materiais'.; Extracted information from 'Materiais' page.,Rohden Portas E Paineis Ltda,POUSO REDONDO,Santa Catarina,-27.25108628,-49.95565214
Industria E Comercio De Madeira Wf Ltda - Lages,https://wfpaletes.com.br/,painel de madeira pinus,FOUND,Informações sobre paletes encontradas. Não há menção explícita de painéis de pinus.,yes,unknown,0,100,35,"WF-01
Palete padrão.
WF-02
Palete com quatro entradas e superior fechado.
WF-03
Palete duas entradas com longarina e face fechada.
WF-04
Palete duas entradas com longarina e face fechada e parafusada.",A empresa fabrica e comercializa paletes de madeira.,4,4,0,2026-01-15T12:41:53.044078+00:00,Navigated to https://wfpaletes.com.br/; Clicked on 'paletes' link; Scrolled down the page; Accepted cookies; Extracted product list information,Industria E Comercio De Madeira Wf Ltda,LAGES,Santa Catarina,-27.81725946,-50.33022242
Pep Moveis E Madeira Ltda - Lages,https://pepmoveis.com/,painel de madeira pinus,FOUND,A empresa utiliza madeira 100% reflorestada em seus produtos. Não há menção específica sobre o uso de painéis de madeira de pinus.,yes,unknown,0,100,35,"A P&P oferece uma linha diversificada de móveis de alta qualidade, elaborados com madeira 100% reflorestada e com uma variedade de acabamentos. Produzimos itens projetados para atender às demandas do mercado global, garantindo durabilidade e sofisticação.",100% madeira reflorestada,7,7,0,2026-01-15T12:52:15.153283+00:00,Navigated to https://pepmoveis.com/; Clicked on 'Produtos'; Scrolled down 1600px; Scrolled down 1600px; Scrolled down 1600px; Extracted product information,Pep Moveis E Madeira Ltda,LAGES,Santa Catarina,-27.81725946,-50.33022242
Abrilar Industria De Esquadrias Ltda - Lontras,https://abrilar.com.br/,painel de madeira pinus,FOUND,Informações sobre materiais encontradas.,yes,unknown,0,100,35,"Os Batentes, também conhecidos como “Marco de Porta”, são produzidos em MDF Hidrófugo, uma matéria prima de coloração verde de alta tecnologia e revolucionária com resistência a umidade, empeno, rachaduras e já são tratadas contra cupins. [...] MDP de Baixa DensidadePainel de Madeira SólidaColmeia de alta Resistência","A empresa utiliza MDF Hidrófugo, MDP de Baixa Densidade e Painel de Madeira Sólida. Não há menção explícita a painéis de madeira pinus.",7,7,0,2026-01-15T13:01:51.737316+00:00,Navigated to https://abrilar.com.br/; Opened hamburger menu; Clicked 'Produtos'; Clicked 'Componentes'; Scrolled down the page,Abrilar Industria De Esquadrias Ltda,LONTRAS,Santa Catarina,-27.15748656,-49.54482935
Maxima Industria De Moveis Ltda - Sao Bento do Sul,https://www.maxima.ind.br/,painel de madeira pinus,FOUND,"Informações sobre produtos de madeira encontradas, mas sem menção específica a painéis de pinus.",yes,unknown,0,100,35,Aparador Arapoti: Materiais: Madeira Jequitiba. Aparador Block: Materiais: Madeira preta e Jequitiba. Aparador ELLE: Materiais: Nogueira (madeira).,"A empresa trabalha com madeira, incluindo Carvalho (Oak), Tauari, Jequitiba e Nogueira. Não há menção explícita a painéis de pinus nos produtos analisados.",7,7,0,2026-01-15T13:05:25.568968+00:00,Navigated to https://www.maxima.ind.br/; Clicked on 'PRODUTOS'; Scrolled down; Clicked on 'Buffets' category; Extracted buffet product details; Clicked on 'Adegas' category; Extracted adega product details; Clicked on 'Aparadores' category; Extracted aparador product details,Maxima Industria De Moveis Ltda,SAO BENTO DO SUL,Santa Catarina,-26.24948542,-49.3869789
Salvaro Industria E Comercio De Madeira Ltda - Morro Grande,www.salvaro.com.br,painel de madeira pinus,FOUND,Informações sobre o trabalho com madeira encontradas. Informações sobre painéis de pinus não foram encontradas nesta página.,yes,unknown,0,100,35,"Marco e alizares em madeira maciça, com sistema Finger Joint.
Marco, alizares e folha da porta com recobrimento em PET.
Chapa em HDF - fibras de alta densidade para maior resistência.",A empresa trabalha com madeira maciça e outros componentes como HDF e PET. Não há menção explícita a painéis de pinus.,8,8,0,2026-01-15T13:15:34.158763+00:00,Navigated to www.salvaro.com.br; Clicked 'Produtos'; Clicked 'Construção Civil'; Scrolled down 0.5 pages; Extracted product descriptions and specifications,Salvaro Industria E Comercio De Madeira Ltda,MORRO GRANDE,Santa Catarina,-28.79971954,-49.71879998
Schlindwein Industria E Comercio Ltda - Presidente Getulio,https://www.schlindwein.com.br/,painel de madeira pinus,FOUND,"Informações sobre produtos de madeira encontradas, mas sem menção explícita a painéis de pinus.",yes,unknown,0,100,35,"A missão que norteia a Schlindwein Indústria e Comércio Ltda é: “Produzir Portas de Qualidade”. As portas exibem lâmina faqueada de madeira com diversas tonalidades e padrões, como SCH 231, SCH 233, SCH 234, SCH 235, SW 102 – Ipê, SW 103 – Cerejeira, SW 104 – Sucupira, SW 105 – Angelim, SW 107 – Curupixá, SW 108 – Mogno Real, SW 110 – Jatobá, SW 115 – Tauari.","Portas com lâmina faqueada de madeira, incluindo Ipê, Cerejeira, Sucupira, Angelim, Curupixá, Mogno Real, Jatobá, Tauari.",12,12,0,2026-01-15T13:30:27.620666+00:00,Navigated to https://www.schlindwein.com.br/; Clicked on 'Produtos'; Scrolled down 2.4 pages; Scrolled down 2.4 pages,Schlindwein Industria E Comercio Ltda,PRESIDENTE GETULIO,Santa Catarina,-27.04140824,-49.62208617
Unilin Do Brasil Revestimentos Ltda. - Sao Bento do Sul,https://www.unilin.com,wood panels,FOUND,Informações sobre painéis de madeira encontradas.,yes,unknown,0,100,35,"The search results include 'Veneer wood (W06)' and various MDF and chipboard products, indicating work with wood-based materials.","The company offers various wood-based panels including MDF, veneer wood, and chipboard. There is no explicit mention of pine wood panels in the extracted data.",19,18,0,2026-01-15T13:33:38.726323+00:00,Navigated to https://www.unilin.com; Clicked 'Wood panels'; Navigated to https://www.unilinpanels.com/en-us; Accepted cookies; Searched for 'wood panels'; Extracted search results,Unilin Do Brasil Revestimentos Ltda.,SAO BENTO DO SUL,Santa Catarina,-26.24948542,-49.3869789
Madebal Madeireira Baldissera Ltda - Sao Miguel do Oeste,https://www.madebal.com.br/,painel de madeira pinus,NOT_FOUND,Não foram encontrados produtos especificamente de painel de madeira pinus. A empresa trabalha com madeira em geral.,yes,unknown,0,100,35,"Portas de Madeira, Móveis de Madeira, Esquadrias de Madeira, Parquets e Rodapés","A empresa trabalha com diversos produtos de madeira, incluindo portas, janelas, móveis e esquadrias. Não há menção específica a painéis de madeira de pinus.",20,19,0,2026-01-15T13:43:12.071526+00:00,Navigated to https://www.madebal.com.br/; Clicked on 'Produtos'; Scrolled down twice; Extracted product information from the page,Madebal Madeireira Baldissera Ltda,SAO MIGUEL DO OESTE,Santa Catarina,-26.72642718,-53.51883941
Moveis Grossl Ltda - Sao Bento do Sul,https://grossl.com.br/,painel de madeira pinus,FOUND,"Informações sobre produtos relacionadas a madeira foram encontradas, mas painéis específicos de madeira de pinus não foram identificados.",yes,unknown,0,100,35,"Adesivos para Madeira, Colas, Moveleiro e Madeireiro.","A empresa oferece adesivos para madeira, colas e atende ao mercado Moveleiro e Madeireiro. Não foram encontrados produtos específicos de painéis de madeira de pinus.",9,9,0,2026-01-15T13:45:41.913717+00:00,Navigated to https://grossl.com.br/; Searched for 'painel de madeira pinus'; Dismissed cookie banner; Extracted product information from search results,Moveis Grossl Ltda,SAO BENTO DO SUL,Santa Catarina,-26.24948542,-49.3869789
