nome_empresa,url_site,data_coleta,categoria_produto,nome_produto,material,relacionado_madeira,menciona_pinus,fonte_indicio,categoria_produto_norm,categoria_produto_grupo,material_norm,material_grupo
Blue Forest Industria E Comercio Ltda - Lages,https://blueforest.com.br,2026-01-15T12:54:53.981357+00:00,Biomassa,Biomassa para geração de energia (cavacos com casca e serragem),"Cavacos, casca, serragem",yes,no,Mercado Interno,biomassa,outros,"cavacos, casca, serragem","Cavacos, casca, serragem"
Brasil Pellet Industria E Comercio Ltda - Timbo,https://www.elbra.org,2026-01-15T13:16:53.331546+00:00,Combustível,Pellets,Resíduos da indústria madeireira,yes,no,https://www.elbra.org/pellets,combustivel,outros,residuos da industria madeireira,Residuos da industria madeireira
Braswood - Rio do Sul,https://www.braswood.com.br/,2026-01-15T13:53:27.176396+00:00,,S4S Boards,,yes,no,PRODUCTS & DIVISIONS section,nan,outros,,Não especificado
Braswood - Rio do Sul,https://www.braswood.com.br/,2026-01-15T13:53:27.176396+00:00,,Mouldings,,yes,no,PRODUCTS & DIVISIONS section,nan,outros,,Não especificado
Braswood - Rio do Sul,https://www.braswood.com.br/,2026-01-15T13:53:27.176396+00:00,Lumber,Eucalyptus Lumber,Eucalyptus,yes,no,PRODUCTS & DIVISIONS section,lumber,outros,eucalyptus,Eucalyptus
Camatti Materiais De Construcao Ltda - Chapeco,https://camattiacabamentos.com.br/,2026-01-15T13:31:09.261779+00:00,Piso Laminado,Piso Laminado QuickStep Pátina Cottage 120x19cm,,yes,no,Piso Laminado,piso laminado,madeira,,Não especificado
Camatti Materiais De Construcao Ltda - Chapeco,https://camattiacabamentos.com.br/,2026-01-15T13:31:09.261779+00:00,Piso Laminado,Piso Laminado QuickStep Carvalho Natural envernizado 120x19cm,,yes,no,Piso Laminado,piso laminado,madeira,,Não especificado
Camatti Materiais De Construcao Ltda - Chapeco,https://camattiacabamentos.com.br/,2026-01-15T13:31:09.261779+00:00,Piso Laminado,Piso Laminado QuickStep Carvalho Vanilla 120x19cm,,yes,no,Piso Laminado,piso laminado,madeira,,Não especificado
Camatti Materiais De Construcao Ltda - Chapeco,https://camattiacabamentos.com.br/,2026-01-15T13:31:09.261779+00:00,Piso Laminado,"Piso Laminado QuickStep Castanheiro natural Restaurado 135,5x19cm",,yes,no,Piso Laminado,piso laminado,madeira,,Não especificado
Camatti Materiais De Construcao Ltda - Chapeco,https://camattiacabamentos.com.br/,2026-01-15T13:31:09.261779+00:00,Piso Laminado,"Piso Laminado QuickStep Carvalho Deserto Restaurado 135,5x19cm",,yes,no,Piso Laminado,piso laminado,madeira,,Não especificado
Camatti Materiais De Construcao Ltda - Chapeco,https://camattiacabamentos.com.br/,2026-01-15T13:31:09.261779+00:00,Piso Laminado,"Piso Laminado QuickStep Carvalho Cubano 180x21,5cm",,yes,no,Piso Laminado,piso laminado,madeira,,Não especificado
Camatti Materiais De Construcao Ltda - Chapeco,https://camattiacabamentos.com.br/,2026-01-15T13:31:09.261779+00:00,Piso Laminado,"Piso Laminado QuickStep Carvalho Agreste 180x21,5cm",,yes,no,Piso Laminado,piso laminado,madeira,,Não especificado
Camatti Materiais De Construcao Ltda - Chapeco,https://camattiacabamentos.com.br/,2026-01-15T13:31:09.261779+00:00,Piso Laminado,"Piso Laminado QuickStep Carvalho Vitoriano 180x21,5cm",,yes,no,Piso Laminado,piso laminado,madeira,,Não especificado
Camatti Materiais De Construcao Ltda - Chapeco,https://camattiacabamentos.com.br/,2026-01-15T13:31:09.261779+00:00,Piso Laminado,"Piso Laminado QuickStep Carvalho Acinzentado com cortes de serra 135,5x19cm",,yes,no,Piso Laminado,piso laminado,madeira,,Não especificado
Camatti Materiais De Construcao Ltda - Chapeco,https://camattiacabamentos.com.br/,2026-01-15T13:31:09.261779+00:00,Piso Laminado,"Piso Laminado QuickStep Carvalho Natural Serrado 135,5x19cm",,yes,no,Piso Laminado,piso laminado,madeira,,Não especificado
Camatti Materiais De Construcao Ltda - Chapeco,https://camattiacabamentos.com.br/,2026-01-15T13:31:09.261779+00:00,Piso Laminado,"Piso Laminado QuickStep Carvalho Café restaurado 135,5x19cm",,yes,no,Piso Laminado,piso laminado,madeira,,Não especificado
Camatti Materiais De Construcao Ltda - Chapeco,https://camattiacabamentos.com.br/,2026-01-15T13:31:09.261779+00:00,Piso Laminado,"Piso Laminado QuickStep Cumaru Tefé 180x21,5cm",,yes,no,Piso Laminado,piso laminado,madeira,,Não especificado
Camatti Materiais De Construcao Ltda - Chapeco,https://camattiacabamentos.com.br/,2026-01-15T13:31:09.261779+00:00,Piso Laminado,"Piso Laminado QuickStep Carvalho Claro serrado 135,5x19cm",,yes,no,Piso Laminado,piso laminado,madeira,,Não especificado
Camatti Materiais De Construcao Ltda - Chapeco,https://camattiacabamentos.com.br/,2026-01-15T13:31:09.261779+00:00,Piso Laminado,"Piso Laminado QuickStep Imbirema 180x21,5cm",,yes,no,Piso Laminado,piso laminado,madeira,,Não especificado
Colo Ind E Com De Artefatos De Madeira Ltda - Mafra,https://colo.com.br,2026-01-15T14:13:42.843288+00:00,Portas,Portas internas,"Madeira lamelar engenheirada, lâmina de madeira, capa de HDF, PVC",yes,no,https://colo.com.br/produtos/,portas,portas,"madeira lamelar engenheirada, lamina de madeira, capa de hdf, pvc",Madeira
Colo Ind E Com De Artefatos De Madeira Ltda - Mafra,https://colo.com.br,2026-01-15T14:13:42.843288+00:00,Portas,Portas de armários,Madeira natural,yes,no,https://colo.com.br/produtos/,portas,portas,madeira natural,Madeira
Colo Ind E Com De Artefatos De Madeira Ltda - Mafra,https://colo.com.br,2026-01-15T14:13:42.843288+00:00,Rodapés e revestimento de parede,Rodapés e revestimento de parede,Madeira natural reflorestada,yes,no,https://colo.com.br/produtos/,rodapes e revestimento de parede,outros,madeira natural reflorestada,Madeira
Colo Ind E Com De Artefatos De Madeira Ltda - Mafra,https://colo.com.br,2026-01-15T14:13:42.843288+00:00,Pisos,Pisos,Madeira natural,yes,no,https://colo.com.br/produtos/,pisos,outros,madeira natural,Madeira
Cultivar Servicos Florestais Ltda - Lages,cultivarflorestal.com.br,2026-01-15T13:34:17.172999+00:00,Serviço Florestal,Silvicultura,madeira,yes,no,Services page,servico florestal,outros,madeira,Madeira
Eco Mad Pisos,https://www.ecomadpisos.com.br/,2026-01-15T12:38:14.734680+00:00,Madeira,Jatobá,Jatobá,yes,no,Tipos de madeiras que trabalhamos,madeira,madeira,jatoba,Jatoba
Eco Mad Pisos,https://www.ecomadpisos.com.br/,2026-01-15T12:38:14.734680+00:00,Madeira,Sucupira,Sucupira,yes,no,Tipos de madeiras que trabalhamos,madeira,madeira,sucupira,Sucupira
Eco Mad Pisos,https://www.ecomadpisos.com.br/,2026-01-15T12:38:14.734680+00:00,Madeira,Perobinha,Perobinha,yes,no,Tipos de madeiras que trabalhamos,madeira,madeira,perobinha,Perobinha
Eco Mad Pisos,https://www.ecomadpisos.com.br/,2026-01-15T12:38:14.734680+00:00,Madeira,Cumaru,Cumaru,yes,no,Tipos de madeiras que trabalhamos,madeira,madeira,cumaru,Cumaru
Eco Mad Pisos,https://www.ecomadpisos.com.br/,2026-01-15T12:38:14.734680+00:00,Madeira,Grapia,Grapia,yes,no,Tipos de madeiras que trabalhamos,madeira,madeira,grapia,Grapia
Eco Mad Pisos,https://www.ecomadpisos.com.br/,2026-01-15T12:38:14.734680+00:00,Madeira,Tauari,Tauari,yes,no,Tipos de madeiras que trabalhamos,madeira,madeira,tauari,Tauari
Eco Mad Pisos,https://www.ecomadpisos.com.br/,2026-01-15T12:38:14.734680+00:00,Madeira,Ipê,Ipê,yes,no,Tipos de madeiras que trabalhamos,madeira,madeira,ipe,Ipe
Ecori Solucoes Ecologicas - Itajai,https://www.ecorienergiasolar.com.br/,2026-01-15T12:21:57.004031+00:00,Estruturas,Manual de Montagem - Prisioneiro Madeira / 2P Acessórios / Estruturas,madeira,yes,no,downloads,estruturas,outros,madeira,Madeira
Ecori Solucoes Ecologicas - Itajai,https://www.ecorienergiasolar.com.br/,2026-01-15T12:21:57.004031+00:00,Estruturas,Prisioneiro Madeira - IZI Estruturas / IZI Estruturas / Estruturas,madeira,yes,no,downloads,estruturas,outros,madeira,Madeira
Fjf Comercio De Madeiras - Sideropolis,https://madeirasfjf.com.br,2026-01-15T13:31:01.895841+00:00,Madeira,Eucalipto Beneficiado,Eucalipto,yes,no,Eucalipto Beneficiado,madeira,madeira,eucalipto,Eucalipto
Fjf Comercio De Madeiras - Sideropolis,https://madeirasfjf.com.br,2026-01-15T13:31:01.895841+00:00,Madeira,Eucalipto Bruto,Eucalipto,yes,no,Eucalipto Bruto,madeira,madeira,eucalipto,Eucalipto
Fjf Comercio De Madeiras - Sideropolis,https://madeirasfjf.com.br,2026-01-15T13:31:01.895841+00:00,Madeira,Eucalipto Roliço,Eucalipto,yes,no,Eucalipto Roliço,madeira,madeira,eucalipto,Eucalipto
Fjf Comercio De Madeiras - Sideropolis,https://madeirasfjf.com.br,2026-01-15T13:31:01.895841+00:00,Madeira,Armações Prontas,,yes,no,Armações Prontas,madeira,madeira,,Não especificado
Fort Exportacao & Importacao Ltda - Rio do Sul,https://www.fortexport.com.br/,2026-01-15T13:37:44.392527+00:00,Planks/Boards,BOARDS - Madeira Aplainada 4 lados,Wood,yes,no,BOARDS - Madeira Aplainada 4 lados,planks/boards,outros,wood,Madeira
Fort Exportacao & Importacao Ltda - Rio do Sul,https://www.fortexport.com.br/,2026-01-15T13:37:44.392527+00:00,Wood Spools,Bobinas de Madeira,Wood,yes,no,Bobinas de Madeira,wood spools,madeira,wood,Madeira
Fort Exportacao & Importacao Ltda - Rio do Sul,https://www.fortexport.com.br/,2026-01-15T13:37:44.392527+00:00,Plywood,Compensado,Wood,yes,no,Compensado,plywood,madeira,wood,Madeira
Fort Exportacao & Importacao Ltda - Rio do Sul,https://www.fortexport.com.br/,2026-01-15T13:37:44.392527+00:00,Stair Treads,Degrau de Escada,Wood,yes,no,Degrau de Escada,stair treads,outros,wood,Madeira
Fort Exportacao & Importacao Ltda - Rio do Sul,https://www.fortexport.com.br/,2026-01-15T13:37:44.392527+00:00,Mouldings/Frames,Molduras,Wood,yes,no,Molduras,mouldings/frames,outros,wood,Madeira
Fort Exportacao & Importacao Ltda - Rio do Sul,https://www.fortexport.com.br/,2026-01-15T13:37:44.392527+00:00,Doors,Portas,Wood (likely),yes,no,Portas,doors,outros,wood (likely),Madeira
Fort Exportacao & Importacao Ltda - Rio do Sul,https://www.fortexport.com.br/,2026-01-15T13:37:44.392527+00:00,Sawn Wood,Madeira Serrada de Eucalyptus,Eucalyptus Wood,yes,no,Madeira Serrada de Eucalyptus,sawn wood,madeira,eucalyptus wood,Madeira
Fort Exportacao & Importacao Ltda - Rio do Sul,https://www.fortexport.com.br/,2026-01-15T13:37:44.392527+00:00,Wood Panel,Painel de Madeira,Wood,yes,no,Painel de Madeira,wood panel,madeira,wood,Madeira
Gaboardi Industrial De Madeiras Ltda,https://gaboardi.net.br/,2026-01-15T13:49:57.194303+00:00,Palitos,PALITO DE PICOLÉ ESCOLAR ESPECIAL,Madeira,yes,no,PALITO DE PICOLÉ ESCOLAR ESPECIAL,palitos,outros,madeira,Madeira
Gaboardi Industrial De Madeiras Ltda,https://gaboardi.net.br/,2026-01-15T13:49:57.194303+00:00,Palitos,PALITO DE PICOLÉ ESCOLAR COMUM,Madeira,yes,no,PALITO DE PICOLÉ ESCOLAR COMUM,palitos,outros,madeira,Madeira
Gaboardi Industrial De Madeiras Ltda,https://gaboardi.net.br/,2026-01-15T13:49:57.194303+00:00,Pazinha,Pazinha de Sorvete,Madeira,yes,no,Pazinha de Sorvete,pazinha,outros,madeira,Madeira
Gaboardi Industrial De Madeiras Ltda,https://gaboardi.net.br/,2026-01-15T13:49:57.194303+00:00,Garfo,GARFINHOS DE MADEIRA,Madeira,yes,no,GARFINHOS DE MADEIRA,garfo,outros,madeira,Madeira
Gaboardi Industrial De Madeiras Ltda,https://gaboardi.net.br/,2026-01-15T13:49:57.194303+00:00,Pá,PÁ GIGANTE,Madeira,yes,no,PÁ GIGANTE,pa,outros,madeira,Madeira
Gaboardi Industrial De Madeiras Ltda,https://gaboardi.net.br/,2026-01-15T13:49:57.194303+00:00,Palito,PALITO PARA PETISCO,Madeira,yes,no,PALITO PARA PETISCO,palito,outros,madeira,Madeira
Gaboardi Industrial De Madeiras Ltda,https://gaboardi.net.br/,2026-01-15T13:49:57.194303+00:00,Palito,Palito de Cutícula,,yes,no,Palito de Cutícula,palito,outros,,Não especificado
Gaboardi Industrial De Madeiras Ltda,https://gaboardi.net.br/,2026-01-15T13:49:57.194303+00:00,Garfo,Garfinhos de Madeira,Madeira,yes,no,Garfinhos de Madeira,garfo,outros,madeira,Madeira
Gaboardi Industrial De Madeiras Ltda,https://gaboardi.net.br/,2026-01-15T13:49:57.194303+00:00,Palito,PALITO PARA PETISCO,Madeira,yes,no,PALITO PARA PETISCO,palito,outros,madeira,Madeira
Gaboardi Industrial De Madeiras Ltda,https://gaboardi.net.br/,2026-01-15T13:49:57.194303+00:00,Palito,PALITO DE PICOLÉ ESCOLAR ESPECIAL,Madeira,yes,no,PALITO DE PICOLÉ ESCOLAR ESPECIAL,palito,outros,madeira,Madeira
Gaboardi Industrial De Madeiras Ltda,https://gaboardi.net.br/,2026-01-15T13:49:57.194303+00:00,Palito,PALITO DE PICOLÉ ESCOLAR COMUM,Madeira,yes,no,PALITO DE PICOLÉ ESCOLAR COMUM,palito,outros,madeira,Madeira
Global Prime Comercial Exportadora - Sao Francisco do Sul,https://globalprime.com.br/,2026-01-15T12:32:04.484638+00:00,wood products,fence pickets,wood,yes,no,### fence pickets,wood products,madeira,wood,Madeira
Global Prime Comercial Exportadora - Sao Francisco do Sul,https://globalprime.com.br/,2026-01-15T12:32:04.484638+00:00,wood products,Componentes de pallets,"Madeiras para Paletes, Travessas, Blocos",yes,no,"### Componentes de pallets
#### Detalhes
- Madeiras para Paletes
- Travessas
- Blocos",wood products,madeira,"madeiras para paletes, travessas, blocos",Madeira
Global Prime Comercial Exportadora - Sao Francisco do Sul,https://globalprime.com.br/,2026-01-15T12:32:04.484638+00:00,wood products,madeiras aplainadas,wood,yes,no,### madeiras aplainadas,wood products,madeira,wood,Madeira
Global Prime Comercial Exportadora - Sao Francisco do Sul,https://globalprime.com.br/,2026-01-15T12:32:04.484638+00:00,wood products,balaústres,wood,yes,no,### balaústres,wood products,madeira,wood,Madeira
Global Prime Comercial Exportadora - Sao Francisco do Sul,https://globalprime.com.br/,2026-01-15T12:32:04.484638+00:00,wood products,furring strips,wood,yes,no,### furring strips,wood products,madeira,wood,Madeira
Goede Comercial Ltda - Pomerode,www.goede.com.br,2026-01-15T13:02:29.821546+00:00,Portas,Portas de Madeira,Madeira,yes,no,Footer/general content,portas,portas,madeira,Madeira
"Goede, Lang & Cia Ltda - Pomerode",http://www.goede.com.br/,2026-01-15T12:53:58.574714+00:00,Portas,Portas de Madeira,Madeira,yes,no,Portas de Madeira,portas,portas,madeira,Madeira
Gromoveis Industria E Comercio Ltda - Campo Alegre,https://gromoveis.com.br/,2026-01-15T13:08:55.013551+00:00,,Mesa Cabeceira Aurora 2 gavetas,Madeira,yes,no,Mesa Cabeceira Aurora 2 gavetas,nan,outros,madeira,Madeira
Gromoveis Industria E Comercio Ltda - Campo Alegre,https://gromoveis.com.br/,2026-01-15T13:08:55.013551+00:00,,Cama Aurora de casal,Madeira maciça,yes,no,Cama Aurora de casal,nan,outros,madeira macica,Madeira
Hahne Construtora,https://www.hahne.com.br/,2026-01-15T13:02:07.822939+00:00,Marcenaria,Móveis e Esquadrias,Madeira maciça,yes,no,Marcenaria,marcenaria,outros,madeira macica,Madeira
Herli Moveis - Rio Negrinho,https://herli.com.br/pt,2026-01-15T13:24:26.037244+00:00,cabinetry,ARMÁRIO SEM MOLDURA FRONTAL,"Contraplacado (15 mm, 18 mm), PVC, MDF (18 mm), Madeira",yes,no,https://herli.com.br/pt/cabinetry,cabinetry,outros,"contraplacado (15 mm, 18 mm), pvc, mdf (18 mm), madeira",Madeira
Implantec Moveis E Componentes - Sao Bento do Sul,https://implanteccomponentes.com.br/,2026-01-15T14:04:03.192931+00:00,Pés,Pés de Cama Box / Sofás / Cômodas e Outros Móveis,Madeira,yes,no,https://implanteccomponentes.com.br/,pes,outros,madeira,Madeira
Implantec Moveis E Componentes - Sao Bento do Sul,https://implanteccomponentes.com.br/,2026-01-15T14:04:03.192931+00:00,Cabos,Cabo de Madeira Cru para Vassoura e Rodo,Madeira Crua,yes,no,https://implanteccomponentes.com.br/,cabos,outros,madeira crua,Madeira
Implantec Moveis E Componentes - Sao Bento do Sul,https://implanteccomponentes.com.br/,2026-01-15T14:04:03.192931+00:00,Cabos,Cabo de Madeira Plastificado para Vassoura e Rodo,Madeira Plastificada,yes,no,https://implanteccomponentes.com.br/,cabos,outros,madeira plastificada,Madeira
Implantec Moveis E Componentes - Sao Bento do Sul,https://implanteccomponentes.com.br/,2026-01-15T14:04:03.192931+00:00,Cabides,Cabides de Madeira,Madeira,yes,no,https://implanteccomponentes.com.br/,cabides,outros,madeira,Madeira
Implantec Moveis E Componentes - Sao Bento do Sul,https://implanteccomponentes.com.br/,2026-01-15T14:04:03.192931+00:00,Cabos,Cabo para Pincéis em Madeira (Linha Escolar / Artístico / Uso Técnico e outros serviços),Madeira,yes,no,https://implanteccomponentes.com.br/,cabos,outros,madeira,Madeira
Implantec Moveis E Componentes - Sao Bento do Sul,https://implanteccomponentes.com.br/,2026-01-15T14:04:03.192931+00:00,Cabos,Cabo para Espeto em Madeira,Madeira,yes,no,https://implanteccomponentes.com.br/,cabos,outros,madeira,Madeira
Implantec Moveis E Componentes - Sao Bento do Sul,https://implanteccomponentes.com.br/,2026-01-15T14:04:03.192931+00:00,Bases,Base de Madeira para Desempenadeira,Madeira,yes,no,https://implanteccomponentes.com.br/,bases,outros,madeira,Madeira
Implantec Moveis E Componentes - Sao Bento do Sul,https://implanteccomponentes.com.br/,2026-01-15T14:04:03.192931+00:00,Bases,Base de Madeira para Escova Multiuso,Madeira,yes,no,https://implanteccomponentes.com.br/,bases,outros,madeira,Madeira
Industria De Madeiras Faqueadas Ipumirim Sa - Ipumirim,https://ipumirim.com.br,2026-01-15T12:29:19.830502+00:00,Portas,Painel,"Lâmina natural de madeira, contracapa de Eucalipto 3mm, montante de Eucalipto.",yes,no,https://ipumirim.com.br/produtos/6-portas-1/9-painel,portas,portas,"lamina natural de madeira, contracapa de eucalipto 3mm, montante de eucalipto.",Madeira
Industria De Molduras Moldurarte Ltda - Braco do Norte,https://moldurarte.com.br/,2026-01-15T12:37:04.489795+00:00,Molduras em barras,Molduras em barras,"Amadeirado, Branco, Colorido, Dourado, Metalizado, Prata, Preto, Provençal, Rústico",yes,no,Molduras em barras,molduras em barras,outros,"amadeirado, branco, colorido, dourado, metalizado, prata, preto, provencal, rustico",Madeira
Industria De Molduras Moldurarte Ltda - Braco do Norte,https://moldurarte.com.br/,2026-01-15T12:37:04.489795+00:00,Mature Decor,Mature Decor,"Ripados de Encaixe, Boiseries Mature, Rodapés Mature",yes,no,Mature Decor,mature decor,outros,"ripados de encaixe, boiseries mature, rodapes mature","Ripados de encaixe, boiseries mature, rodapes mature"
Industria De Molduras Moldurarte Ltda - Braco do Norte,https://moldurarte.com.br/,2026-01-15T12:37:04.489795+00:00,Mature Decor,Ripados de Encaixe,,yes,no,Ripados de Encaixe,mature decor,outros,,Não especificado
Industria De Molduras Moldurarte Ltda - Braco do Norte,https://moldurarte.com.br/,2026-01-15T12:37:04.489795+00:00,Mature Decor,Boiseries Mature,,yes,no,Boiseries Mature,mature decor,outros,,Não especificado
Industria De Molduras Moldurarte Ltda - Braco do Norte,https://moldurarte.com.br/,2026-01-15T12:37:04.489795+00:00,Mature Decor,Rodapés Mature,,yes,no,Rodapés Mature,mature decor,outros,,Não especificado
Industria E Comercio De Madeira Wf Ltda - Lages,https://wfpaletes.com.br/,2026-01-15T12:41:53.044078+00:00,Palete,WF-01,Madeira (padrão),yes,no,Palete padrão.,palete,outros,madeira (padrao),Madeira
Industria E Comercio De Madeira Wf Ltda - Lages,https://wfpaletes.com.br/,2026-01-15T12:41:53.044078+00:00,Palete,WF-02,Madeira (quatro entradas e superior fechado),yes,no,Palete com quatro entradas e superior fechado.,palete,outros,madeira (quatro entradas e superior fechado),Madeira
Industria E Comercio De Madeira Wf Ltda - Lages,https://wfpaletes.com.br/,2026-01-15T12:41:53.044078+00:00,Palete,WF-03,Madeira (duas entradas com longarina e face fechada),yes,no,Palete duas entradas com longarina e face fechada.,palete,outros,madeira (duas entradas com longarina e face fechada),Madeira
Industria E Comercio De Madeira Wf Ltda - Lages,https://wfpaletes.com.br/,2026-01-15T12:41:53.044078+00:00,Palete,WF-04,Madeira (duas entradas com longarina e face fechada e parafusada),yes,no,Palete duas entradas com longarina e face fechada e parafusada.,palete,outros,madeira (duas entradas com longarina e face fechada e parafusada),Madeira
